"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"YP7KiApZQWWFwahy4","FOXACID","NSA","program","","[[TAO]]","","[[OAKSTAR]],[[QUANTUM]],[[STORMBREW]],[[FAIRVIEW]],[[OAKSTAR]],[[TURBULENCE]],[[TURMOIL]],[[TUMULT]],[[XKEYSCORE]]","target attack","unknown","[STORMBREW]], [[FAIRVIEW]], [[OAKSTAR]] and [[BLARNEY,],https://www.schneier.com/blog/archives/2013/10/how_the_nsa_att.html,schneier.com - [Bruce Schneier] How the NSA Attacks Tor/Firefox Users With QUANTUM and FOXACID,http://arstechnica.com/security/2013/10/nsa-repeatedly-tries-to-unpeel-tor-anonymity-and-spy-on-users-memos-show/,ArsTechnica - NSA repeatedly tries to unpeel TOR anonymity and spy on users, memos show,http://www.slate.com/blogs/future_tense/2013/10/04/tor_foxacid_flying_pig_nsa_attempts_to_sabotage_countersurveillance_tool.html,Slate.com - How the NSA Is Trying to Sabotage a U.S. Government-Funded Countersurveillance Tool,http://www.spiegel.de/fotostrecke/qfire-die-vorwaertsverteidigng-der-nsa-fotostrecke-105358.html,Spiegel.de - NSA-Geheimdokumente: ""Vorw\E4rtsverteidigung"" mit QFIRE,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","FOXACID identifies TOR users on the Internet and then executes an attack against their Firefox web browser."
"yJgW5XGYeYyiQW33S","FRA","undefined","program","","","","","collect","unknown","http://cryptome.org/2013/12/nsa-se-fra-relationship.pdf,crpytome.org - NSA intelligence relationship with Sweden"
"QAEynWPH8oAZ4DqHs","FREEZEPOST","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames",""
"FKkdv34WFGYN4pXDP","FUNNELOUT","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","mentioned in context of tor exploitation"
"rGDTzTsDw8wQiXBzJ","GALAXY","NSA","Program","","","[[ENTOURAGE]]","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Find/fix/finish program of locating signal-emitting devices of targets"
"BnMypB3Nzp24T9NT6","GAMUT","NSA","program","","","","","collect","unknown","",""
"SNoFX57mvsuvpufxn","GENIE","NSA","attack vector","","","[[BLACKFOOT]],[[WABASH]]","","network","projected ?","http://leaksource.wordpress.com/2013/08/31/codename-genie-nsa-to-control-85000-implants-in-strategically-chosen-machines-around-the-world-by-year-end/,leaksource - Codename GENIE: NSA to Control 85,000 %u201CImplants%u201D in Strategically Chosen Machines Around the World by Year End,http://www.lemonde.fr/international/article/2013/10/22/la-diplomatie-francaise-sur-ecoute-aux-etats-unis_3500717_3210.html,LeMonde.fr - la diplomatie fran\E7aise \E9tait sur \E9coute aux Etats-Unis,http://rt.com/usa/nsa-cyber-operations-classified-247/,rt.com - Snowden leaks: NSA conducted 231 offensive cyber-ops in 2011, hailed as 'active defense',http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","implants of spywares. Multi-stage operation: jumping the airgap etc."
"HuhXKNYQWr24DHPcF","GENTE","NSA","program","","","","","collect","unknown","",""
"NWxwhRBnHmGSQEJuP","GEOFUSION","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","related to Petrobras story"
"oFAAmddGd4Eo5s7d6","GINSU","NSA","attack vector","[[TS]],[[SI]],[[REL]]","","","[[BULLDOZER]]","software","unknown","https://www.schneier.com/blog/archives/2014/01/ginsu_nsa_explo.html,www.schneier.com - GINSU: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-ginsu.jpg,leaksource.wordpress.com - TAO's Catalog Page with Graphic,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.","GINSU provides software application persistence for the CNE implant, [[KONGUR]], on target systems with the PCI bus hardware implant, [[BULLDOZER]]. This technique supports any desktop PC system that contains at least one PCI connector (for [[BULLDOZER]] installation) and Microsoft Windows 9x, 2000, 20003, XP, or Vista. Through interdiction, [[BULLDOZER]] is installed in the target system as a PCI bus hardware implant. After fielding, if [[KONGUR]]. is removed from the system as a result of an operation system upgrade or reinstall, GINSU can be set to trigger on the next reboot of the system to restore the software implant."
"jQzRS2LTi6LduAtkP","GODSURGE","NSA","attack vector","[[TS]],[[SI]],[[REL]]","","","[[FLUXBABBIT]]","hardware","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org -NSA's catalog,http://www.theregister.co.uk/2013/12/31/nsa_weapons_catalogue_promises_pwnage_at_the_speed_of_light/?page=2,TheRegister - How the NSA hacks PCs, phones, routers, hard disks 'at speed of light': Spy tech catalog leaks","runs on the [[FLUXBABBIT]] hardware implant and provides software application persistence on Dell PowerEdge servers by exploiting the JTAG debugging interface of the server's processors."
"F3N5nZJmMNxrj8mZh","GOPHERSET","NSA","attack vector","","","","","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://www.digitaltrends.com/web/nsa-malware-code-names/#/9,www.digitaltrends.com -TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too","Malware for GSM Phase 2+ SIM cards that use the SIM Toolkit (STK). Exfiltrates phonebook, SMS, and call logs, via SMS, to a predefined phone number. Installed either via a USB sim card reader, or remotely (over the air provisioning)"
"6Fo9zPEz5wP64hnBQ","GOURMETTROUGH","NSA","attack vector","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[FVEY]]","[[TAO]]","","[[BANANAGLEE]],[[TAO]]","software","active","https://www.schneier.com/blog/archives/2014/01/gourmettrough_n.html,.schneier.com - Bruce Schneier's Blog GOURMETTROUGH: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-gourmettrough.jpg,leaksource.files.wordpress.com - Slide on GOURMETTROUGH,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","GOURMETTROUGH is a user configurable implant for certain Juniper firewalls. It persists DNT's [[BANANAGLEE]] implant across reboots and OS upgrades. For some platforms, it supports a minimal implant with beaconing for OS's unsupported by [[BANANAGLEE]]. For supported platforms, DNT may configure without ANT involvement. Except for limited platforms, they may also configure PBD for minimal implant in the case where an OS unsupported by [[BANANAGLEE]] is booted. GOURMETTROUGH is on the shelf and has been deployed on many target platforms. It supports nsg5t, ns50, ns25, isg1000 (limited). Soon- ssg140, ssg5, ssg20"
"Ti6QmChq2PkDLTcWx","HIGHLANDS","NSA","program","","[[GENIE]],[[BLACKFOOT]],[[WABASH]]","","","collect","unknown","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,.schneier.com - Code Names for NSA Exploit Tools,http://www.lemonde.fr/international/article/2013/10/22/la-diplomatie-francaise-sur-ecoute-aux-etats-unis_3500717_3210.html,LeMonde.fr- Espionnage de la NSA : la diplomatie fran\E7aise \E9tait sur \E9coute aux Etats-Unis,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Collection from Implants"
"ighGohf4GKA9Rozzr","HIGHTIDE","NSA","program","","","","","collect","unknown","","see [[SKYWRITER]] ?"
"Zh9Hx4X6mK2uiC3gM","HOMEBASE","NSA","program","","","","","process","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Tactical tasking tool for digital network identification"
"KutrtfoqRuL2ZqxHG","HOWLERMONKEY","NSA","hardware","","","[[FIREWALK]]","[[FIREWALK]],[[YELLOWPIN]],[[SPECULATION]],[[CONJECTURE]],[[STRIKEZONE]]","","unknown","http://www.dailytech.com/Businesses+Deny+Helping+NSA+Plant+Bugs+in+Americans+Gadgets/article34022.htm,dailytech.com - Businesses Deny Helping NSA Plant Bugs in Americans' Gadgets,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","HOWLERMONKEY (CM) covert short to medium range RF Transceiver. Designed to be integrated with a larger device, like RJ45. Communicates over [[SPECULATION]] and [[CONJECTURE]] protocols. Known products that include HOWLERMONKEY are: [[COMMONMOUTH-1]] [[COMMONMOUTH-2]] [[FIREWALK]] SUTURESAILOR]] [[YELLOWPIN]]"
"vi9wkFoBjRanDTmXR","HUSHPUPPY","GCHQ","program","","","","","collect","unknown","http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf|,cryptome.org - NSA's catalog","[[GCHQ]] Tool, related to exploitation"
"4c9A8Peo9NSXj7TKz","IMP","GCHQ","Program","","","","[[CCDP]],[[TEMPORA]]","Collect","inactive","http://www.telegraph.co.uk/technology/internet/9090617/Phone-and-email-records-to-be-stored-in-new-spy-plan.html,The Telegraph - Phone and email records to be stored in new spy plan,https://en.wikipedia.org/wiki/Interception_Modernisation_Programme,Wikipedia - Interception Modernisation Program","[[GCHQ]] Abandonned in 2009, the new name is Communications Capabilities Development Program ([[CCDP]])."
"s6xEKYtWHizezMCPm","INCENSER","NSA","Program","","[[WINDSTOP]]","","[[MUSCULAR]]","Collect","unknown","https://en.wikipedia.org/wiki/MUSCULAR,MUSCULAR on en.wikipedia.fr,http://cryptome.org/2013/10/nsa-windstop-muscular-incenser.pdf , cryptome.org - nsa-windstop-muscular-incenser.pdf","like [[MUSCULAR]], a subprogram of [[WINDSTOP]] who collected over 14 billion records in the same period."
"G26ZDjXPXf5L2pH52","INDIA","NSA","program","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution",""
"kfKybCbL2EqtDz9SC","INDRA","NSA","program","[[NOFORN]]","","","","collect","unknown","http://nsa.gov1.info/dni/, nsa.gov1.info/dni/ - INDRA / FORNSAT","spotted on the ""NSA Worldwide SIGINT Defense Cryptologic Platform map"""
"xxzjHrSvEs4xGHuRG","INTERDICTION","NSA","attack vector","","[[TAO]]","","[[ARKSTREAM]],[[TAO]],[[INTERDICTION]]","hardware","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html, media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.","So-called ""off-net"" operations include tampering with your hardware while it is being shipped. They call this process [[INTERDICTION]]."
"LCszpjGhZrgWaYjeg","INTELINK","NSA","program","","","","","database","unknown","https://www.fas.org/irp/program/disseminate/intelink.htm, fas.org - Intelink,https://www.intelink.gov, intelink.gov ,http://ra.intelink.gov/eligibilitycriteria.pdf , intelink.gov - intelink management directive","The IntelLINK intelligence network links information in the various classified databases of the US intelligence agencies (e.g. FBI, CIA, DEA, NSA, USSS, NRO) to facilitate communication and the sharing of documents and other resources."
"oCSGP7ePWDBygxXBC","IRATEMONK","NSA","attack vector","[[TS]],[[SI]],[[REL]]","[[INTERDICTION]]","","[[UNITEDRAKE]],[[STRAITBAZZARE]],[[SLICKERVICAR]]","collect","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,https://www.schneier.com/blog/archives/2014/01/iratemonk_nsa_e.html,IRATEMONK: NSA Exploit of the Day,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog","provides software application persistence on desktop and laptop computers by implanting the hard drive firmware to gain execution throught Master Boot Record (MBR) substitution. This technique supports systems without RAID hardware that boot from a variety of Western Digital, Seagate, Maxtor and Samsung hard drives. Through remote access or [[INTERDICTION]], [[UNITEDRAKE]], or [[STRAITBAZZARE]] are used in conjunction with [[SLICKERVICAR]] to upload the hard drive firmware onto the target machine to implant IRATEMONK and its payload (the implant installer). Once implanted, IRATEMONK's frequency of execution (dropping the payload) is configurable and will occur when the target machine powers on."
"NsbP87cJfQ9uBGHy4","IRONCHEF","NSA","hardware","[[TS]],[[SI]],[[REL]]","[[TAO]]","","[[WAGONBED]],[[TAO]]","","unknown","http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf|,cryptome.org -NSA's catalog,https://www.schneier.com/blog/archives/2014/01/nsa_exploit_of_1.html,IRONCHEF: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-ironchef.jpg,IRONCHEF - ANT product data,http://www.digitaltrends.com/web/nsa-malware-code-names/#/11,TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too","IRONCHEF provides access persistence to target systems by exploiting the motherboard BIOS and utilizing System Management Mode (SMM) to communicate with a hardware implant that provides two-way RF communication.This technique supports the HP Proliant 380DL G5 server, onto which a hardware implant has been installed that communicates over the I2C Interface ([[WAGONBED]]). Through [[INTERDICTION]], IRONCHEF, a software CNE implant and the hardware implant are installed onto the system. If the software CNE implant is removed from the target machine, IRONCHEF is used to access the machine, determine the reason for removal of the software, and then reinstall the software from a listening post to the target system."
"TuAMMfMnD3EbZaMLj","IRONSAND","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[JACKKNIFE]],[[TIMBERLINE]],[[CORALINE]],[[SCS]],[[MOONPENNY]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[SOUNDER]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[STELLAR]],[[SCALPEL]]","collect","active","http://nsa.gov1.info/dni/ , nsa.gov1.info/dni/","[[SIGINT]] ([[FORNSAT]]) for locating cellphone in New Zealand"
"puDjvxicTSscgGuse","ISLANDTRANSPORT","NSA","process","","[[QUANTUMTHEORY]]","","","network","Retired","http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog,http://electrospaces.blogspot.com/p/nicknames-and-codewords.html,electrospaces.blogspot.com - US Nicknames and Codewords","%u201CEnterprise Message Service%u201D, as part of the [[QUANTUMTHEORY]] system [[IVORY]]."
"4cW3cCKMvQYa6TrFk","ISHTAR","NSA","program","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators of Japan"
"yZRtFRa2Emd4RKkkg","JACKKNIFE","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[TIMBERLINE]],[[CORALINE]],[[SCS]],[[MOONPENNY]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[SOUNDER]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[STELLAR]],[[SCALPEL]],[[IRONSAND]]","collect","active","http://nsa.gov1.info/dni/ , nsa.gov1.info/dni/","[[SIGINT]] ([[FORNSAT]]) for locating cellphone in Yakima (USA)"
"XNnjekc9xxSQLJ7B8","JETPLOW","NSA","attack vector","[[TOP SECRET]],[[COMINT]],[[REL TO USA]],[[FVEY]]","[[TAO]]","","[[BANANAGLEE]],[[TAO]]","software","active","https://www.schneier.com/blog/archives/2014/01/jetplow_nsa_exp.html,schneier.com - JETPLOW: NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-jetplow.jpg, leaksource.files.wordpress.com - Slide on JETPLOW,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","JETPLOW is a firmware persistence implant for Cisco PIX Series and ASA (Adaptive Security Appliance) firewalls. It persists DNT's [[BANANAGLEE]] software implant. JETPLOW also has a persistent back-door capability."
